label,label_noisy,city,ground_elevation_m,pressure_hpa,pressure_delta_hpa,pressure_variance,altitude_change_m,pressure_relative_to_surface_hpa,mag_variance_total,magnetic_field_mean,magnetic_field_delta,gnss_accuracy_m,gps_accuracy_delta,gps_lost_ratio,time_of_day,weather_condition
street_level,False,LIS,29.6,1009.98,-0.2608,0.004276,0.258,0.25235751205491397,0.003634,63.8417,-1.9202,6.42,1.09,0.04,morning,overcast
street_level,False,OPO,25.3,1011.899,0.1035,0.003829,-1.244,1.6604248914417212,0.096777,47.7408,2.2871,14.05,14.55,0.0,afternoon,overcast
street_level,False,OPO,63.5,1006.875,0.0399,0.009051,-0.659,1.1663692238877275,0.012125,41.5091,-3.8596,5.85,1.79,0.013,morning,clear
street_level,False,LIS,3.1,1013.579,-0.3113,0.008405,-0.185,0.6984708571013698,0.030358,35.4733,0.8683,27.14,10.33,0.053,night,overcast
street_level,False,OPO,38.2,1011.917,-0.1533,0.027671,-1.05,3.210447664684466,0.035947,48.6084,-1.9112,4.53,2.56,0.009,night,clear
street_level,False,LIS,15.8,1011.583,0.1271,0.012462,-0.375,0.2147035219763893,0.041336,48.3986,3.8466,5.87,1.93,0.018,afternoon,overcast
above,False,LIS,94.9,999.987,-0.0979,0.047885,6.34,-2.0132785372561557,0.075706,58.7429,-0.9432,18.31,3.7,0.322,afternoon,overcast
underground,False,OPO,32.0,1010.504,-0.0888,0.009037,-5.86,1.0614168361355496,1.150614,110.3493,-10.1593,80.04,33.81,0.893,morning,clear
street_level,False,LIS,87.0,1003.033,-0.0494,0.011447,0.255,0.10101771448796626,0.022259,39.5363,2.1327,19.26,11.65,0.075,afternoon,rain
street_level,False,LIS,19.0,1013.717,0.1086,0.039826,-1.349,2.729382277800255,0.017627,52.6022,5.6043,7.71,3.59,0.033,morning,clear
underground,False,OPO,30.5,1010.746,-0.2235,0.100501,-3.194,1.1252641908060923,0.66503,,-12.2323,156.9,57.63,0.85,afternoon,clear
underground,False,OPO,162.5,994.604,0.064,0.125741,-8.993,0.540966679231019,0.541466,115.1996,-4.3106,35.2,75.99,0.809,afternoon,rain
street_level,False,LIS,104.9,1002.318,0.1322,0.000165,-0.218,1.4958521658999189,0.021147,37.7099,-0.1831,8.98,0.64,0.015,night,rain
street_level,False,OPO,32.8,1011.753,-0.1947,0.016082,-1.888,2.405418726156654,0.014033,63.9408,-1.1755,8.28,0.95,0.019,afternoon,rain
above,False,LIS,85.6,1002.002,-0.205,0.075207,5.554,-1.095184687124629,0.135637,50.75,-3.6829,29.6,33.6,0.607,night,overcast
street_level,False,OPO,27.1,1010.157,0.5042,0.015755,-0.557,0.1323351160532411,0.063348,34.8244,-0.0402,7.71,4.17,0.015,evening,clear
underground,False,OPO,38.3,1011.327,0.1339,0.147947,-7.604,2.6323147307878116,0.409614,57.885,0.28,204.96,41.56,0.919,evening,clear
underground,False,LIS,6.0,1015.45,0.085,0.104484,-6.998,2.9149829175178184,0.37049,83.906,7.0053,101.09,32.25,0.926,afternoon,clear
street_level,False,LIS,15.3,1011.054,-0.3011,0.036506,0.913,-0.3737904805641392,0.031541,29.4149,-0.5295,7.7,2.92,0.01,morning,overcast
street_level,False,OPO,139.4,997.217,-0.4069,0.020404,-1.823,0.44877999407549396,0.002617,38.9835,-1.8814,3.87,2.07,0.025,morning,rain
underground,False,OPO,61.3,1007.442,0.0671,0.097162,-2.978,1.473034477584747,0.311028,70.3063,23.5107,37.67,52.61,0.865,afternoon,rain
street_level,False,LIS,22.8,1009.5,0.3658,0.014496,0.031,-1.0357478009616443,0.031768,50.9012,0.9353,7.32,4.11,0.063,night,rain
street_level,False,OPO,31.5,1009.569,-0.0461,0.023778,-2.107,0.06703611418060973,0.006672,31.6571,-3.7936,6.56,0.63,0.008,morning,clear
street_level,False,LIS,56.8,1007.615,-0.0285,0.00272,-0.078,1.1133216725373813,0.050412,44.5417,-1.3242,5.98,0.93,0.0,afternoon,clear
street_level,False,OPO,34.4,1010.264,0.0529,0.012178,0.949,1.1063956842393736,0.085287,43.9268,4.7849,12.73,0.36,0.012,afternoon,clear
above,False,OPO,102.8,999.134,0.2137,0.05495,1.877,-1.9354403231438937,0.214939,65.4321,2.2603,24.67,14.88,0.22,evening,clear
underground,False,OPO,142.6,998.679,0.0866,0.06019,-1.707,2.2859632850270373,0.486623,109.7099,2.5442,185.49,28.61,0.889,night,overcast
street_level,False,OPO,1.8,1013.774,-0.001,0.014179,-0.907,0.7385478706002004,0.101785,47.0736,2.4283,25.42,5.4,0.084,evening,clear
underground,False,LIS,12.1,1013.186,-0.116,0.084101,-2.148,1.3773650203180523,0.232542,114.0803,-0.4067,84.03,52.64,0.805,morning,overcast
above,False,OPO,5.3,1009.762,-0.1646,0.089468,3.279,-2.856405752787282,0.033682,42.1268,3.5679,20.81,6.42,0.29,morning,clear
street_level,False,OPO,38.7,1009.782,0.0414,0.041081,-0.405,1.1347815991007337,0.040046,33.6031,2.8851,28.87,14.08,0.022,evening,clear
street_level,False,LIS,28.7,1010.589,-0.1381,0.032061,0.767,0.7544395131739066,0.052729,28.7991,-1.7097,19.75,10.66,0.096,afternoon,clear
above,False,LIS,20.8,1010.875,-0.2024,0.009324,3.526,0.10145110640667099,0.086963,58.7907,-8.4181,51.51,33.19,0.428,evening,overcast
street_level,False,OPO,66.1,1004.662,0.0269,0.028834,-1.592,-0.7390492980284762,0.042181,41.5454,1.2604,21.46,6.38,0.126,morning,overcast
above,False,OPO,21.3,1007.473,0.2329,0.059842,8.278,-3.241093374720208,0.116046,49.7063,3.1812,18.3,4.12,0.199,morning,clear
above,False,LIS,5.3,1013.447,0.1174,0.079024,2.776,0.8285942472127772,0.0623,43.752,13.7807,19.6,10.82,0.313,night,rain
underground,False,OPO,1.4,1013.657,-0.1318,0.096502,-3.197,0.5738744923116883,0.160214,69.8052,22.4806,160.36,13.85,0.99,morning,clear
street_level,False,LIS,6.7,1012.149,-0.037,0.02681,2.171,-0.30263527919692024,0.101586,61.8824,2.2543,5.32,0.65,0.0,afternoon,rain
street_level,False,OPO,138.5,997.226,-0.0313,0.031565,-0.586,0.3522342419867073,0.040947,54.0618,0.5693,-1.91,1.65,0.0,afternoon,overcast
street_level,False,OPO,30.6,1010.686,0.0092,0.039303,-2.865,1.07714201194608,0.0381,34.8179,2.863,5.01,3.38,0.039,afternoon,clear
street_level,False,LIS,83.3,1005.09,0.0292,0.018095,-1.579,1.7213522901487295,0.014182,50.0215,1.7596,8.58,3.39,0.043,night,overcast
street_level,False,OPO,56.4,1005.166,-0.187,0.001742,-0.839,-1.3830442268081242,0.057221,57.3652,-4.9091,7.05,12.21,0.029,morning,overcast
underground,False,OPO,14.3,1012.365,-0.2222,0.080174,-1.204,0.8182110148987931,0.322312,109.8408,0.4635,98.47,57.49,0.84,afternoon,overcast
underground,False,OPO,19.4,1013.037,-0.0858,0.138504,-8.201,2.096957046278021,0.170327,62.6275,-6.3971,132.61,34.26,0.825,morning,clear
above,False,OPO,29.8,1009.006,-0.0612,0.049759,3.091,-0.6978844699818865,0.125136,38.715,-7.1327,13.32,5.72,0.312,evening,clear
street_level,False,OPO,90.3,1001.664,-0.1042,0.008458,-0.376,-0.8786842668945383,0.011038,49.2187,-4.3435,6.45,0.5,0.038,morning,clear
street_level,False,OPO,25.1,1009.27,-0.157,0.023535,2.732,-0.9923457076256454,0.035259,41.8435,5.4027,11.45,1.59,0.01,afternoon,overcast
above,False,OPO,108.1,1000.939,0.219,0.003945,2.115,0.49356135419986913,0.094229,56.3796,2.2528,14.5,8.31,0.051,night,overcast
street_level,False,OPO,78.9,1003.862,-0.0757,0.019561,-0.611,-0.026172993020622926,0.026709,47.0792,-0.1271,27.62,9.51,0.078,morning,clear
underground,False,LIS,59.6,1008.117,-0.2652,0.129105,-1.827,1.9468205637596157,0.388046,100.4457,2.5326,140.05,38.14,0.974,afternoon,overcast
above,False,OPO,18.1,1007.441,0.1151,0.00807,6.303,-3.653669137286329,0.061285,44.4269,1.2394,25.66,2.12,0.196,morning,overcast
street_level,False,OPO,135.5,996.684,-0.1804,0.001633,0.273,-0.541665654021358,0.024438,39.8015,-2.2268,12.33,15.05,0.118,morning,overcast
underground,False,OPO,131.6,997.888,-0.2052,0.068243,-0.801,0.20467876289717424,1.070238,154.2608,13.1071,143.88,42.98,0.884,morning,clear
street_level,False,LIS,60.1,1007.429,0.3694,0.033379,0.116,1.3180053041581914,0.019204,51.7097,-1.1265,6.58,2.91,0.018,night,clear
street_level,False,LIS,11.6,1012.612,0.1671,0.026079,0.315,0.7438451147507976,0.009421,48.0771,-2.9682,3.35,3.02,0.013,afternoon,clear
underground,False,OPO,4.4,1012.167,-0.1556,0.049206,-1.435,-0.5586298486894066,0.601182,103.5243,4.2915,100.0,19.46,0.819,evening,clear
street_level,False,OPO,105.7,999.623,0.0314,0.01564,3.309,-1.1049572409895063,0.009683,47.6304,0.5577,20.06,8.06,0.074,afternoon,clear
underground,False,LIS,1.5,1013.709,-0.2222,0.062412,-1.35,0.6377930472082198,0.29745,96.2516,14.4796,92.42,27.86,0.826,morning,overcast
street_level,False,OPO,142.4,997.822,0.094,0.047937,0.708,1.4055184671665302,0.003829,43.046,-1.7697,20.39,8.81,0.07,morning,clear
underground,False,OPO,150.7,996.898,-0.2252,0.093464,-1.199,1.4540149706273269,0.284675,55.7676,-13.6404,87.67,35.22,0.999,evening,rain
underground,False,OPO,117.5,1000.115,-0.2096,0.075759,-3.262,0.7753247750584933,0.677406,106.3829,-4.9134,172.13,39.26,0.923,afternoon,clear
above,False,LIS,43.5,1005.875,,0.06044,9.615,-2.202790178315013,0.030418,41.0699,-5.3655,36.93,15.27,0.636,afternoon,rain
street_level,False,OPO,49.3,1007.333,-0.0042,0.009764,-1.293,-0.057159963182471074,0.019609,50.8808,0.0366,22.71,10.29,0.04,evening,clear
street_level,False,LIS,24.8,1010.043,-0.1823,0.032236,-0.844,-0.25500265494599716,0.101138,46.3178,-7.2407,3.15,0.14,0.004,morning,overcast
above,False,OPO,18.1,1009.841,0.0323,0.0546,3.154,-1.2536691372863515,0.24171,66.4238,2.1121,15.01,12.41,0.097,afternoon,overcast
street_level,False,OPO,30.0,1009.277,0.3886,0.037754,0.385,-0.4031270110242531,0.032499,36.6351,1.1122,26.32,13.08,0.092,night,overcast
street_level,False,OPO,80.7,1006.204,0.0024,0.005106,0.892,2.52839258293443,0.029922,47.3883,-1.354,23.55,5.77,0.072,afternoon,clear
street_level,False,LIS,77.6,1003.133,,0.040241,0.13,-0.9087205728174013,0.077593,50.9709,-4.7836,4.28,1.87,0.0,morning,rain
underground,False,OPO,8.0,1012.815,-0.331,0.005973,-8.41,0.5181984244961768,0.634201,71.5804,12.6211,108.71,21.08,0.929,night,clear
street_level,False,LIS,6.0,1012.88,-0.0827,0.024451,-1.052,0.34498291751776833,0.039967,54.384,4.8208,7.57,1.27,0.008,afternoon,clear
street_level,False,LIS,15.5,1009.646,0.1158,0.010327,0.511,-1.7579924595894454,0.012469,55.1074,2.0658,9.42,2.34,0.029,morning,overcast
underground,False,OPO,31.1,1010.389,-0.1894,0.044528,-3.078,0.839529021604335,0.237226,77.936,0.8091,46.13,44.41,0.883,evening,clear
underground,False,LIS,38.9,1009.928,-0.1316,0.094176,-3.676,1.3045141956196176,0.533615,72.2929,-0.2985,64.6,35.24,0.857,afternoon,rain
street_level,False,LIS,108.8,997.632,0.034,0.007921,1.038,-2.731052413861903,0.019636,53.1668,-4.7789,7.88,2.37,0.015,evening,rain
above,True,OPO,18.4,1014.238,-0.2051,0.026787,-6.197,3.1790159271785114,0.641209,129.1433,-0.5985,55.86,71.04,0.856,afternoon,clear
street_level,False,LIS,67.5,1005.255,-0.1155,0.028062,2.958,0.019532532389575863,0.033174,64.998,1.117,6.96,2.87,0.0,evening,clear
street_level,False,LIS,18.8,1010.584,-0.2384,0.019128,-1.196,-0.42740594600650184,0.043695,50.2825,1.8748,27.11,5.91,0.074,afternoon,rain
above,False,OPO,8.9,1010.031,0.0189,0.044193,3.989,-2.1586228825445914,0.24083,47.638,-1.1625,22.45,19.24,0.548,afternoon,rain
street_level,False,LIS,57.3,1006.392,-0.1376,0.022906,-0.993,-0.05047408770280981,0.04944,42.9666,2.2707,12.21,10.4,0.109,afternoon,overcast
underground,False,LIS,1.8,1014.058,-0.1747,0.07079,-1.697,1.0225478706001923,0.345701,106.3721,0.1282,158.68,19.67,0.942,afternoon,clear
underground,False,LIS,0.2,1012.769,0.1814,0.090841,-2.302,-0.45715910401156634,0.719432,128.31,13.059,169.83,47.01,0.895,afternoon,overcast
street_level,False,OPO,57.5,1006.805,0.1077,0.020773,-0.171,0.3862066330896141,0.004076,51.3294,-4.0916,19.44,6.0,0.067,morning,overcast
underground,False,OPO,25.0,1011.659,-0.2253,0.07712,-2.619,1.3847687830984796,0.491238,85.3971,11.8397,34.02,64.02,0.959,morning,overcast
street_level,False,LIS,101.4,1001.007,-0.0215,0.018433,-0.619,-0.2273359278742646,0.011206,56.4145,-2.779,19.04,2.64,0.114,morning,overcast
underground,True,LIS,8.0,1012.391,-0.0748,0.026794,-1.612,0.09419842449608495,0.052207,39.4175,-0.6409,9.35,3.7,0.014,evening,rain
street_level,False,LIS,8.1,1013.067,0.1504,0.014333,0.276,0.7821077285774436,0.056122,49.1583,1.2541,6.48,3.04,0.01,afternoon,overcast
street_level,False,LIS,107.6,1000.501,-0.0226,0.043908,-0.126,-0.003290108393571245,0.119465,36.7675,0.3986,4.07,1.42,0.007,morning,overcast
street_level,False,LIS,111.3,997.764,0.1407,0.008647,1.789,-2.304871250737733,0.041628,48.9305,3.5748,11.17,2.12,0.0,afternoon,clear
street_level,False,LIS,25.1,1011.296,0.1857,0.041026,0.953,1.0336542923744219,0.049063,51.0787,-4.0922,4.58,1.61,0.005,evening,clear
street_level,False,LIS,28.7,1009.833,0.0182,0.013072,1.782,-0.0015604868261789306,0.063025,35.2251,0.5709,6.68,4.97,0.003,evening,clear
street_level,False,LIS,68.6,1006.073,0.1919,0.020134,1.381,0.9676134109998884,0.079794,49.4113,3.0034,2.37,1.02,0.0,morning,clear
street_level,False,OPO,30.4,1010.32,0.2088,0.027505,-1.59,0.6873862299264601,0.07051,54.9086,0.8657,24.77,7.47,0.071,afternoon,clear
street_level,False,LIS,107.4,999.997,-0.1442,0.051061,2.732,-0.5308316627663316,0.024406,41.3354,-1.3191,7.12,3.5,0.037,night,clear
underground,False,LIS,25.9,1011.03,0.2783,0.086487,-2.248,0.8627333328863642,0.518908,99.4738,24.569,190.48,19.84,0.826,night,rain
street_level,False,OPO,8.2,1012.303,0.0442,0.034013,-2.173,0.030016892550065677,0.032234,63.3045,-0.0747,4.39,3.82,0.024,morning,clear
above,False,OPO,39.4,1005.212,0.0891,5.4e-05,10.762,-3.352156756086856,0.153614,66.9565,0.382,9.97,7.0,0.262,afternoon,clear
underground,False,OPO,0.2,1013.098,-0.2301,0.071421,-5.44,-0.12815910401161545,0.315494,104.0879,-10.8048,98.72,26.82,0.973,evening,overcast
street_level,False,LIS,23.7,1008.155,-0.0604,0.013228,-2.368,-2.273755562648148,0.020712,28.9654,4.4397,27.99,6.72,0.057,morning,overcast
street_level,False,OPO,45.0,1006.949,0.1239,0.013784,-0.087,-0.9509097934851525,0.042965,39.8988,-0.7735,14.68,13.62,0.073,morning,rain
street_level,False,OPO,34.7,1007.67,0.0517,0.006478,1.461,-1.451987617083205,0.004133,38.3582,1.9452,17.02,9.7,0.093,afternoon,overcast
street_level,False,OPO,6.8,1013.36,0.2232,0.023432,-2.077,0.9202758464467706,0.046345,51.8138,-0.292,6.62,1.14,0.004,afternoon,overcast
above,False,LIS,1.2,1014.006,0.1299,0.083144,0.304,0.8990369618591103,0.07702,39.7606,4.3383,55.5,23.51,0.653,afternoon,clear
above,False,LIS,41.6,1006.29,0.2544,0.073027,3.744,-2.0131504001473104,0.172247,41.9596,5.9043,28.14,7.89,0.309,afternoon,overcast
street_level,False,LIS,17.4,1012.36,-0.0607,0.02579,-1.05,1.1820608141827051,0.004672,32.0066,-2.221,8.93,3.53,0.035,night,clear
street_level,False,OPO,0.2,1013.293,-0.1823,0.038232,2.424,0.06684089598843457,0.062464,33.276,-2.4724,7.9,1.84,0.026,morning,overcast
above,False,OPO,38.9,1009.581,0.0879,0.060636,2.629,0.9575141956196376,0.101531,57.743,3.5505,53.77,32.21,0.535,night,rain
underground,False,OPO,35.8,1009.066,0.2019,0.046262,-2.98,0.07459619041514998,0.423639,118.884,-22.3886,105.85,43.34,0.912,evening,overcast
street_level,False,LIS,73.0,1004.917,-0.2943,0.04311,-1.024,0.3317686181538875,0.010448,41.485,-1.169,19.82,11.8,0.086,evening,rain
street_level,False,LIS,94.6,1001.305,0.0695,0.048471,0.557,-0.7306438770598334,0.016768,45.2176,-3.0251,4.72,2.79,0.031,afternoon,overcast
street_level,False,OPO,25.0,1010.344,-0.1574,0.018056,-0.022,0.06976878309853873,0.041819,52.4376,1.9351,9.44,3.76,0.014,night,overcast
underground,False,OPO,148.0,996.903,-0.1862,0.084133,-1.489,1.1427648912643917,0.179904,68.3394,-7.7975,66.8,16.16,0.982,afternoon,clear
street_level,False,LIS,27.0,1011.102,0.2867,0.002838,-3.267,1.0654524030386483,0.014788,29.982,1.727,7.41,2.96,0.03,evening,clear
street_level,False,LIS,73.2,1005.551,-0.0644,0.032467,-1.182,0.9894056396321957,0.079965,34.2473,0.5769,18.91,11.17,0.022,evening,overcast
underground,False,OPO,8.2,1014.075,0.1165,0.061036,-1.145,1.8020168925501139,0.531409,69.8855,-11.8429,67.29,4.44,0.961,morning,clear
street_level,False,LIS,36.0,1009.621,-0.2871,0.039202,-0.474,0.6533368853189359,0.005408,35.9501,-2.9954,6.66,0.83,0.035,morning,clear
street_level,False,LIS,5.6,1013.567,0.225,0.014614,1.59,0.9843330896678708,0.026263,54.5739,-0.4407,25.22,11.75,0.12,morning,rain
underground,False,LIS,10.2,1017.04,-0.1048,0.113833,-5.239,5.0051707517284285,0.510327,99.9248,-5.1218,126.63,42.25,0.902,evening,overcast
street_level,False,OPO,11.5,1011.576,0.1216,0.057467,0.275,-0.3040592865088456,0.054346,33.6455,2.9436,6.86,2.55,0.043,morning,clear
underground,False,OPO,37.8,1010.818,-0.2022,0.053027,-4.15,2.0639780041205995,0.340321,106.9631,3.1791,106.26,45.27,0.962,afternoon,rain
above,False,LIS,8.8,1009.353,0.0998,0.021426,1.893,-2.848531065802945,0.021464,48.3879,-0.1397,35.38,21.5,0.558,afternoon,overcast
underground,False,LIS,25.8,1012.108,-0.01,0.163186,-5.23,1.9288489421940085,0.617084,92.967,-9.4987,108.75,30.42,0.936,afternoon,clear
underground,False,OPO,31.9,1011.527,-0.0904,0.111049,-3.8,2.0725409711816383,0.351184,67.9695,-12.1372,,68.54,0.966,evening,rain
street_level,False,OPO,5.6,1013.802,-0.1004,0.017973,0.082,1.2193330896678845,0.059435,71.5179,0.9831,1.05,2.53,0.015,evening,clear
street_level,False,LIS,11.6,1011.906,-0.4407,0.035606,0.931,0.03784511475078034,0.033892,41.6115,2.5204,,3.68,0.045,afternoon,overcast
street_level,False,OPO,147.4,992.928,0.1034,0.010604,-1.261,-2.902526547353091,0.067212,48.6017,-1.3966,7.23,1.96,0.003,evening,clear
street_level,False,LIS,9.7,1011.913,-0.2286,0.016391,-2.204,-0.18136245977518684,0.034576,74.1216,-0.4491,17.69,3.72,0.053,night,clear
street_level,False,OPO,5.9,1012.768,-0.1401,0.032176,-0.331,0.2210706707742247,0.007918,48.5495,2.3812,5.03,2.17,0.006,afternoon,clear
above,False,OPO,27.0,1011.422,0.2019,0.024686,0.687,1.3854524030386983,0.144485,52.6198,3.7895,19.34,19.97,0.374,afternoon,overcast
underground,False,OPO,1.4,1013.332,-0.169,0.120002,-1.789,0.24887449231164283,0.374732,68.1432,-3.4713,134.64,40.89,0.848,afternoon,clear
street_level,False,OPO,29.1,1009.761,-0.2392,0.031345,-1.199,-0.026039978588642043,0.044477,41.5691,1.8155,8.54,2.94,0.006,morning,clear
street_level,False,LIS,90.4,1002.637,0.0057,0.037273,1.11,0.10611028354048813,0.046493,70.5486,2.1225,2.17,0.63,0.023,night,overcast
underground,False,LIS,27.7,1013.789,-0.0241,0.110471,-8.28,3.8356284584857576,0.351058,85.2282,-0.1587,115.63,24.33,0.955,afternoon,overcast
street_level,False,OPO,98.3,1002.961,0.1661,0.01469,-1.484,1.3614414248235107,0.009134,71.8506,5.6549,6.42,4.77,0.011,night,overcast
underground,False,OPO,6.3,1014.644,-0.1412,0.118487,-3.297,2.1447188168951925,0.667424,80.3839,4.5131,115.7,68.92,0.884,morning,clear
street_level,False,OPO,1.2,1013.146,-0.0154,0.010949,0.131,0.039036961859096664,0.079151,42.1833,2.8689,,1.02,0.029,afternoon,clear
underground,False,OPO,57.8,1005.463,-0.1551,0.058676,-1.016,-0.9202733304429103,0.29282,92.2173,0.3595,48.08,38.71,0.879,evening,clear
underground,False,LIS,7.2,1012.132,0.1703,0.102119,-7.209,-0.2600810522632173,0.151382,80.322,-2.5636,166.17,22.89,0.924,morning,clear
above,False,OPO,139.6,997.315,-0.1218,0.000606,1.207,0.5702330880383215,0.104455,40.5311,-4.5465,16.44,20.22,0.695,morning,rain
street_level,False,LIS,0.4,1013.751,-0.1157,0.018904,-3.101,0.5486812310209643,0.027668,47.2092,0.0324,12.98,2.18,0.023,morning,rain
underground,False,OPO,159.8,994.558,-0.2301,0.109013,-1.032,0.17915532479287322,0.276782,71.1817,6.9028,177.47,,0.804,evening,overcast
underground,False,OPO,19.6,1013.3,0.0051,0.078165,-3.487,2.383743590975314,0.401942,58.4456,-3.9578,55.45,24.94,0.994,afternoon,clear
above,False,LIS,21.4,1010.588,0.2348,0.047176,2.813,-0.11420269062580246,0.124052,39.508,-5.3346,8.18,6.25,0.145,evening,clear
above,False,LIS,109.7,1000.607,0.1017,0.014059,3.068,0.3498627725496135,0.191905,52.6412,-4.0682,13.13,9.49,0.155,afternoon,rain
street_level,False,OPO,34.9,1009.511,0.0833,0.019588,0.654,0.4127561503447623,0.039512,44.9918,0.6445,3.93,3.62,0.025,morning,clear
above,False,LIS,17.2,1008.138,0.0413,0.040502,9.21,-3.0637318878287942,0.08471,57.2441,-9.0359,25.8,3.26,0.182,evening,rain
underground,False,LIS,81.4,1004.866,-0.037,0.101927,-0.71,1.273044817818345,0.535337,69.6242,-27.1229,187.23,50.12,0.857,afternoon,clear
street_level,False,OPO,35.3,1008.36,-0.1342,0.018944,1.192,-0.690757990797124,0.017954,55.2317,1.9103,6.83,1.81,0.027,afternoon,overcast
underground,False,LIS,2.4,1012.769,-0.0867,0.06481,-3.206,-0.1949462683096499,0.184483,97.1267,11.894,110.97,73.35,0.823,afternoon,clear
above,False,LIS,14.0,1009.634,0.1811,0.057315,8.365,-1.9484912665136562,0.12215,66.8028,2.0476,58.6,12.22,0.372,evening,clear
street_level,False,LIS,19.8,1012.061,0.1071,0.018546,0.822,1.1685295759957626,0.017734,31.9361,-2.7299,3.26,1.19,0.021,morning,rain
above,False,OPO,19.1,1011.146,-0.1578,0.084507,0.968,0.17027617980920695,0.099721,62.8576,-1.3334,44.04,29.63,0.699,morning,rain
above,False,LIS,1.2,1010.34,0.04,0.067045,9.001,-2.7669630381408297,0.02557,69.4603,2.0847,2.73,5.1,0.094,morning,overcast
underground,False,OPO,125.0,1000.908,-0.2053,0.032548,-1.77,2.4497061748093074,0.29007,89.8032,-9.9543,,59.2,0.964,afternoon,overcast
street_level,False,OPO,32.6,1010.61,0.046,0.033175,-1.92,1.2386690918967815,0.005541,50.086,-2.4181,14.01,13.36,0.041,evening,rain
street_level,False,OPO,131.5,997.647,0.3746,0.045664,-1.177,-0.048058756985028594,0.035926,72.1803,4.4826,5.67,3.04,0.041,evening,rain
underground,False,LIS,27.0,1010.38,-0.2601,0.027133,-6.411,0.3434524030386683,0.577791,107.3073,-33.488,,23.37,0.927,afternoon,rain
