label,city,latitude,longitude,gnss_accuracy_mean,gnss_accuracy_delta,gnss_lost_ratio,pressure_hpa,pressure_delta,pressure_variance,altitude_delta,magnetic_field_mean,magnetic_field_delta,magnetic_variance,window_duration_s
underground,Arouca,40.93217,-8.24453,33.76359,102.09648,0.0,1004.18099,-0.49997,0.10442,-4.38153,54.53521,-57.64192,392.77723,35.0694
street_level,Matosinhos,41.17481,-8.68076,14.05362,0.0,0.0,1005.67344,0.24238,0.0,-2.58632,36.86807,-2.28927,0.0,4.07098
street_level,Porto,41.16239,-8.61567,10.84459,0.0,0.03128,995.8422,-0.42302,0.0,-1.00869,28.49398,5.99089,18.67122,3.0
underground,Porto,41.15144,-8.61516,45.39945,49.83234,0.2509,1001.97341,-0.42588,0.207,-5.78623,18.8596,22.94081,297.93696,142.22735
underground,Matosinhos,41.16831,-8.68883,25.89553,89.65334,0.23412,1002.10709,-0.58061,0.29739,-4.42354,35.0161,-24.76535,41.59812,91.1391
street_level,Espinho,41.00404,-8.64168,13.90674,12.01546,0.0,996.3648,-0.2875,0.0,-6.0472,21.26319,2.43536,15.97165,13.03516
above,Arouca,40.93136,-8.24332,42.44702,93.5818,0.01365,1004.74291,1.25459,0.22891,11.35876,28.04405,-1.89393,193.65182,114.03549
street_level,Maia,41.20333,-8.55897,9.05572,0.0,0.0,1001.0866,-0.90538,0.01311,0.50807,39.37383,10.77014,18.52243,3.0
above,Vila nova de Gaia,41.12254,-8.60929,50.7615,80.97234,0.0,1003.12414,1.12904,0.13234,10.21971,29.98175,6.28942,144.63499,24.58557
street_level,Vila nova de Gaia,41.13265,-8.61348,12.91898,0.0,0.0134,1003.6122,0.21802,0.0,-0.91837,17.94428,-1.7545,0.0,3.0
above,Vila nova de Gaia,41.12088,-8.61231,79.40834,92.86798,0.03349,1004.33435,0.79068,0.04477,4.71915,32.88512,23.77892,136.17329,127.91072
underground,Espinho,41.00655,-8.64238,18.6163,35.68768,0.1056,1009.69854,-0.36305,0.0,-2.76715,39.6581,-63.65657,295.6512,3.0
street_level,Arouca,40.92967,-8.24835,4.65755,7.0299,0.01943,1002.5914,0.39397,0.0037,6.37149,52.58847,1.88134,11.60633,78.39948
street_level,Arouca,40.93088,-8.24717,7.07992,0.0,0.0,1006.26293,0.23488,0.01983,6.30312,39.60428,0.82503,0.0,47.18691
street_level,Maia,41.20392,-8.55876,14.94825,0.0,0.0,1003.25314,0.03813,0.02083,0.27845,23.45556,-1.96187,0.89489,24.70019
underground,Maia,41.20223,-8.55772,29.26752,126.41454,0.46666,1003.53416,-0.58584,0.21496,-4.54429,37.84475,40.51107,202.92415,65.801
underground,Maia,41.20303,-8.55785,36.85087,4.23432,0.26764,1002.74012,-0.51126,0.26518,-6.08253,39.39495,-16.15739,115.62834,59.26459
above,Maia,41.20209,-8.55859,46.49327,85.57654,0.0,1004.13907,1.05147,0.28061,8.01329,29.33857,-11.20038,246.46246,4.85206
underground,Vila nova de Gaia,41.1216,-8.61512,25.30684,71.9667,0.0,1007.03014,-0.4138,0.08651,-4.51278,43.5924,-9.86081,244.22419,3.0
street_level,Matosinhos,41.17691,-8.68123,6.90931,0.26653,0.0,1002.94992,0.22,0.01398,0.31729,50.2109,-0.12771,0.0,38.4384
underground,Arouca,40.93115,-8.24719,44.6672,4.07112,0.43156,1004.98491,-0.66355,0.20804,-5.29463,39.32872,26.9719,293.84288,79.60809
underground,Matosinhos,41.17376,-8.68519,32.91358,36.4487,0.18844,1006.55036,-0.35591,0.07562,-3.74971,28.64269,-39.23389,391.85486,3.0
street_level,Oeiras,38.71274,-9.23427,7.08518,2.02733,0.01391,991.64143,0.05646,0.00627,0.28335,50.72652,4.24006,22.56935,3.0
street_level,Maia,41.2022,-8.55968,11.27667,0.0,0.0,994.52202,-0.03663,0.00817,-0.28372,15.45638,4.85458,0.0,3.0
underground,Vila nova de Gaia,41.11508,-8.6068,28.65847,80.68819,0.38237,1002.22763,-0.83548,0.03372,-5.2643,18.42645,3.21382,5.59718,68.38916
street_level,Arouca,40.92912,-8.24728,12.17871,0.0,0.01562,1001.51319,0.29938,0.002,-3.03824,50.53136,-3.92162,9.62351,27.96512
street_level,Porto,41.1458,-8.60721,13.21821,0.0,0.02271,998.56423,0.03824,0.00967,2.17576,22.29015,-2.39151,3.77861,9.57612
street_level,Vila nova de Gaia,41.1214,-8.6141,6.59974,1.06991,0.02824,996.89596,0.33193,0.0,3.88771,46.21473,-1.30393,25.31884,40.39091
underground,Vila nova de Gaia,41.13688,-8.61812,49.54476,43.82559,0.2795,1004.54001,-0.66759,0.1193,-3.94915,34.75477,-4.17637,0.0,66.31862
underground,Maia,41.20198,-8.55744,35.54355,41.3931,0.20202,1007.31192,-0.43637,0.0,-4.92332,54.07328,-12.68229,512.21232,101.11561
street_level,Vila nova de Gaia,41.12497,-8.60563,15.99308,0.0,0.01187,1008.43955,-0.07654,0.01544,-4.00658,30.53857,1.11727,32.4986,57.12063
underground,Porto,41.14225,-8.60623,28.63101,84.55866,0.1376,1007.13387,-0.29273,0.03344,-3.79657,44.4108,-61.31852,190.69917,3.0
underground,Arouca,40.9293,-8.24792,39.06045,19.82076,0.28882,1002.38855,-0.661,0.19485,-5.90208,30.20146,27.76162,169.27245,75.14045
street_level,Porto,41.14346,-8.61843,15.1308,0.0,0.0146,1003.58294,-0.41746,0.00974,-1.03288,36.39087,-4.66671,17.10714,11.82213
underground,Oeiras,38.69816,-9.29355,44.83854,77.67554,0.20781,1002.87454,-0.57665,0.12716,-6.09042,19.39528,-10.60048,285.45057,174.22871
underground,Arouca,40.93201,-8.24687,48.21684,59.49056,0.38063,1001.64048,-0.48555,0.22295,-5.18677,25.85934,40.50468,324.43339,192.2491
street_level,Vila nova de Gaia,41.12818,-8.60998,11.04802,10.29575,0.01494,999.91277,-0.03164,0.0,-0.73469,22.90346,5.26627,32.01711,3.0
street_level,Oeiras,38.71284,-9.2317,10.80569,6.71898,0.00357,998.01702,-0.48123,0.0214,-2.27883,22.03135,10.63807,0.0,3.0
above,Porto,41.15688,-8.66422,44.2955,84.8673,0.03408,1004.33664,0.82042,0.30082,10.8437,23.6358,-22.36952,92.9632,39.96957
underground,Porto,41.16181,-8.64802,33.16513,56.59915,0.07946,1007.63588,-0.45853,0.01547,-3.78075,34.30706,-55.46065,418.12215,55.86709
above,Maia,41.2019,-8.55809,74.96578,89.71314,0.01059,1008.12667,0.72914,0.0,6.10189,56.8984,14.22809,165.3935,96.23309
underground,Espinho,41.00838,-8.6371,22.73304,111.57651,0.48323,1004.66119,-0.57781,0.20885,-6.32559,27.92259,31.31596,88.97514,102.37024
street_level,Matosinhos,41.16837,-8.68816,11.92073,3.58544,0.0,998.29954,0.12188,0.01571,-0.70121,11.37389,3.19644,0.0,6.71461
underground,Maia,41.20209,-8.55772,34.79393,119.31986,0.67731,1004.55755,-0.5898,0.22815,-5.77488,30.51671,30.61273,177.93292,174.61269
street_level,Oeiras,38.70104,-9.22706,11.168,0.0,0.0,993.39866,-0.08087,0.00664,1.58977,40.77112,3.49272,0.0,3.0
street_level,Porto,41.14109,-8.61527,9.70161,13.98606,0.01652,1002.98528,0.75466,0.0,4.62338,25.69795,-1.51908,0.0,50.80664
street_level,Arouca,40.93199,-8.24324,10.23247,12.85323,0.0,999.43622,0.42383,0.0,6.93707,39.65737,4.15997,7.45313,66.75721
above,Matosinhos,41.17158,-8.67954,55.22361,73.46626,0.0,1002.50977,1.80263,0.11075,17.95196,25.62279,-13.66807,161.02953,32.88671
street_level,Matosinhos,41.17248,-8.6814,5.32338,17.41507,0.00134,1005.98177,0.55052,0.01016,8.75487,34.82554,6.08736,0.0,79.42139
street_level,Porto,41.16251,-8.59384,4.79623,8.22964,0.02207,992.12704,0.20128,0.0,-0.1501,42.68779,2.62293,9.31732,27.33441
street_level,Arouca,40.92925,-8.2464,13.83105,0.0,0.00247,1005.50956,-0.31777,0.0,-1.57122,25.65111,-2.15462,14.03478,3.0
street_level,Porto,41.1483,-8.66984,11.68337,0.0,0.0,1002.05269,-0.32987,0.02281,-0.56865,63.53591,2.56685,0.0,3.0
underground,Oeiras,38.71388,-9.23671,28.27008,101.63546,0.0,1007.36966,-0.39568,0.06737,-2.2879,30.33336,-39.42729,276.63619,16.22012
above,Maia,41.20191,-8.55826,73.11241,94.69871,0.04689,1005.68544,1.35386,0.12932,2.81689,31.38601,8.98434,279.93425,90.37851
underground,Matosinhos,41.17726,-8.68104,45.49374,54.71635,0.24104,1002.77212,-0.71716,0.26377,-5.0014,28.49302,4.18735,321.059,166.42217
street_level,Vila nova de Gaia,41.12919,-8.61578,6.08824,0.68014,0.0103,1006.8992,-0.0152,0.01433,-1.922,38.01016,-1.17691,0.0,5.33455
underground,Espinho,41.00717,-8.64332,27.40339,93.23534,0.23947,1006.00554,-0.36637,0.16787,-4.51264,49.89126,-85.19489,336.14227,11.73119
underground,Espinho,41.0085,-8.63993,33.51607,56.28737,0.0,1005.28403,-0.34482,0.0671,-3.69846,44.70558,-51.17581,256.12748,3.0
street_level,Porto,41.16055,-8.62112,10.17533,0.0,0.0,1001.84784,0.58629,0.00669,5.98667,47.32465,4.3107,0.0,67.43954
street_level,Matosinhos,41.17253,-8.68138,8.39524,0.0,0.03053,1005.04557,0.00199,0.00344,-4.27483,21.14433,9.57896,5.02519,3.0
underground,Vila nova de Gaia,41.11586,-8.60687,35.08607,66.96027,0.34265,1002.71224,-0.51374,0.17044,-5.11716,17.21898,23.77524,161.43237,65.71414
street_level,Vila nova de Gaia,41.12879,-8.60967,18.2488,0.0,0.00181,1006.14016,-0.06353,0.0,1.95008,37.83874,0.43899,23.33799,5.68165
underground,Vila nova de Gaia,41.11554,-8.60673,22.57326,96.14696,0.58793,1003.80276,-0.71841,0.13578,-4.49615,26.73464,22.61639,0.0,81.5643
street_level,Espinho,41.00396,-8.63799,7.69969,3.63205,0.02817,999.1238,0.17084,0.0,-0.0281,5.0,1.19503,2.71729,3.0
underground,Espinho,41.0104,-8.64103,35.41757,88.91333,0.0,1007.33742,-0.41101,0.0,-2.98267,51.00584,-18.84909,528.49715,62.75534
street_level,Maia,41.20293,-8.5578,11.45636,1.84641,0.02639,1002.70951,0.1675,0.0,3.73178,60.14954,-1.27943,0.0,10.85467
underground,Arouca,40.92934,-8.24735,23.92261,35.4972,0.22692,1004.63576,-0.62366,0.14326,-4.27735,19.17415,-14.52418,100.18369,68.14416
street_level,Oeiras,38.69845,-9.23133,1.0,0.36692,0.00759,1005.53167,-0.44116,0.0,-3.08665,36.77536,-0.72519,13.98948,32.49611
underground,Vila nova de Gaia,41.11778,-8.60627,34.42187,55.08497,0.37101,1005.91617,-0.49066,0.02851,-4.60905,51.22855,-67.38424,234.01928,53.32891
underground,Porto,41.17833,-8.64988,50.41512,54.84213,0.0,1003.95351,-0.65484,0.14389,-4.66858,37.79703,14.46426,0.0,124.87021
street_level,Espinho,41.00637,-8.63633,8.40752,0.0,0.0,999.24798,0.17269,0.0,-1.35302,40.735,-0.57023,7.26962,30.46627
street_level,Matosinhos,41.17361,-8.68898,6.12013,3.60789,0.00178,1005.29514,-0.03459,0.0,-0.21578,41.50724,-2.91635,0.0,26.63577
street_level,Maia,41.2036,-8.55895,3.49372,4.38915,0.0,1006.27818,0.76405,0.01039,3.8466,39.54855,-1.87793,0.0,41.07624
underground,Maia,41.2021,-8.55758,23.51701,48.41112,0.0129,1007.30818,-0.43317,0.00862,-4.63657,46.50285,-23.97908,440.61451,24.71865
above,Porto,41.15667,-8.60461,58.84101,90.77684,0.0,1006.16169,1.26084,0.11949,5.71915,35.75719,7.85559,257.74855,102.03322
above,Maia,41.20206,-8.55756,37.90664,81.96045,0.00287,1002.80044,1.07023,0.22858,10.13843,13.06071,-16.90694,103.67753,15.98439
street_level,Espinho,41.00589,-8.6441,15.85988,2.50577,0.01063,1004.90886,-0.00098,0.0,-0.37139,23.64044,-7.45349,4.50221,3.0
underground,Arouca,40.93113,-8.24732,46.34756,1.63887,0.03821,1001.14713,-0.63617,0.17725,-4.77099,39.63448,-42.50606,151.77333,142.62182
street_level,Maia,41.20316,-8.55892,11.80776,0.0,0.0,1004.81192,-0.28027,0.0,1.76023,30.11291,0.56904,24.73639,11.5002
street_level,Maia,41.20243,-8.55948,16.51352,8.08311,0.0,1009.41945,-0.42861,0.00571,0.37087,34.82562,-4.77441,0.0,15.17058
street_level,Arouca,40.93125,-8.24587,13.9775,0.0,0.0,1002.46593,0.14116,0.0,-0.33781,15.54245,3.49678,5.23362,17.77635
street_level,Espinho,41.01065,-8.64275,5.28588,0.0,0.0,998.12149,-0.09474,0.00112,-0.21556,65.4865,1.65155,0.0,3.0
underground,Espinho,41.01118,-8.63836,30.67596,55.80355,0.0,1009.38982,-0.37205,0.14458,-4.98866,51.95532,-47.48109,288.87687,19.08878
underground,Espinho,41.00697,-8.64144,22.1255,78.07037,0.24731,1002.13828,-0.71325,0.23709,-6.04072,13.38713,-6.6088,68.69714,125.97062
street_level,Espinho,41.00399,-8.64234,15.36766,5.68262,0.0327,997.05171,-0.76488,0.0,0.38216,24.85701,4.94206,24.98514,13.71091
underground,Oeiras,38.68604,-9.31274,43.55584,89.62831,0.45974,1001.46839,-0.69973,0.26761,-4.13816,42.12574,-3.90406,134.99632,42.41996
underground,Oeiras,38.69135,-9.31334,31.1498,49.82749,0.05321,1005.36614,-0.43557,0.1939,-3.80095,45.10677,-47.77722,286.88683,39.52093
street_level,Arouca,40.9309,-8.24758,15.94597,0.0,0.0,1008.53751,-0.12355,0.0,1.1797,45.10709,-3.14234,0.0,3.0
street_level,Espinho,41.00938,-8.64259,15.33562,2.88031,0.0,1006.73083,-0.06878,0.0,2.70126,43.52423,-7.82458,0.0,3.0
underground,Maia,41.20204,-8.55752,17.19977,54.67249,0.53969,1006.41974,-0.58867,0.0405,-5.67399,20.17729,-7.16871,0.0,123.29723
street_level,Matosinhos,41.17518,-8.68673,4.85582,0.0,0.0,1001.74497,0.17473,0.02328,-1.60356,56.97086,-4.04122,0.0,3.0
street_level,Porto,41.15263,-8.62816,14.09277,1.60278,0.0,1003.31444,-0.10513,0.0,-4.63828,18.92149,6.40678,41.02078,6.40472
street_level,Arouca,40.93148,-8.24289,7.01567,22.16427,0.0,1002.444,0.61454,0.00851,6.40286,29.98821,-0.98833,0.0,45.35402
underground,Oeiras,38.70118,-9.22689,40.67728,0.0,0.37709,1003.89995,-0.69067,0.01219,-5.60172,36.27037,32.13193,126.55812,99.55961
street_level,Arouca,40.93068,-8.24715,11.572,0.24307,0.0,1007.88142,-0.09247,0.0,-1.06951,42.42597,-5.3578,33.00101,17.93857
underground,Arouca,40.93113,-8.24748,28.87318,102.49177,0.45569,1004.89732,-0.60563,0.27992,-5.46419,21.47192,0.50849,123.4038,130.53258
underground,Oeiras,38.70648,-9.22583,38.68683,101.38794,0.45248,1003.35236,-0.62957,0.12032,-4.96413,27.00787,8.29454,40.34862,98.09191
street_level,Arouca,40.92994,-8.24528,8.83033,5.99756,0.0,1000.42295,-0.19716,0.0,2.17693,22.03057,2.05379,0.0,12.73068
street_level,Matosinhos,41.17218,-8.68049,10.68556,5.58936,0.0,999.54906,-0.32843,0.01232,0.02965,30.18217,6.76269,0.0,27.87368
above,Espinho,41.00758,-8.64453,64.94826,87.76206,0.02405,1005.16027,1.09194,0.07164,6.84302,43.40598,1.86778,297.75191,97.50148
street_level,Espinho,41.00739,-8.64143,6.92756,2.31562,0.03607,995.32337,-0.09228,0.0,-0.63836,25.28489,7.58465,4.24268,34.12152
underground,Oeiras,38.72741,-9.23662,36.0441,41.20213,0.0,1006.93562,-0.49165,0.0,-4.39027,39.40275,-56.39476,319.84495,3.0
street_level,Arouca,40.93083,-8.24749,8.68473,7.24437,0.0,1009.97872,0.58719,0.0188,1.76464,63.05383,-0.34101,12.66669,81.75102
street_level,Vila nova de Gaia,41.12784,-8.61126,11.20378,4.49589,0.02073,1007.9541,0.24048,0.0,1.10407,38.91947,-5.06963,36.24074,10.30727
underground,Espinho,41.01166,-8.63792,38.34042,30.27007,0.05296,1003.2291,-0.55082,0.13655,-5.4925,28.20426,25.92643,175.59146,50.08867
above,Espinho,41.00422,-8.63808,44.32859,84.77935,0.0,1002.62397,1.18099,0.12973,12.61608,19.98197,-1.88378,155.20137,42.44264
underground,Oeiras,38.70231,-9.22763,32.68867,86.39631,0.0,1007.3049,-0.52057,0.06866,-3.82638,41.98736,-44.72536,137.53074,71.24646
street_level,Oeiras,38.70946,-9.29185,12.37177,0.0,0.0,1002.93717,-0.04979,0.01059,-3.2167,40.03305,-0.25155,0.0,3.0
above,Oeiras,38.70426,-9.22865,47.2427,93.92381,0.0,1006.26593,0.80433,0.05822,7.26041,35.99904,3.44896,171.57362,77.4585
street_level,Espinho,41.00865,-8.63803,8.00388,0.0,0.00474,997.9795,-0.03243,0.01488,1.02539,49.065,-0.5552,26.84888,3.0
street_level,Matosinhos,41.17528,-8.68974,11.86317,0.0,0.0,996.20319,0.0686,0.00203,0.47932,49.42239,4.29333,0.0,3.0
above,Vila nova de Gaia,41.1282,-8.61816,78.75739,89.33228,0.00955,1006.31212,0.42296,0.0,6.75275,59.51398,17.10664,154.61767,113.29466
street_level,Oeiras,38.69964,-9.30004,10.12629,0.0,0.02768,997.05438,0.2289,0.01238,0.27611,55.54853,-2.3283,0.0,10.01107
underground,Vila nova de Gaia,41.11924,-8.60901,29.55882,65.81774,0.03244,1004.40876,-0.34957,0.06226,-4.88196,53.91013,-54.09417,318.88781,11.58316
street_level,Arouca,40.93129,-8.24661,11.69341,0.0,0.01117,1005.62415,0.77439,0.0,-2.94542,42.40759,2.02478,2.87383,18.04713
above,Arouca,40.93123,-8.24743,32.56421,97.15451,0.0352,1002.16271,1.46158,0.12659,11.94738,24.4782,-9.57507,178.58589,46.10415
above,Matosinhos,41.17728,-8.68135,36.24278,84.10598,0.0,1002.70612,1.05839,0.18073,12.99219,25.50361,1.72067,73.77785,32.37941
underground,Matosinhos,41.17709,-8.681,40.26572,120.24208,0.0,1005.80586,-0.52457,0.08367,-4.40448,47.90103,-33.81095,315.63691,78.85622
underground,Vila nova de Gaia,41.13324,-8.61795,20.98676,55.67771,0.0,1005.44963,-0.34558,0.0,-3.83767,42.70533,-84.00762,207.4738,16.22996
above,Maia,41.20344,-8.55936,35.7663,77.17041,0.01445,1004.7164,1.38132,0.1396,12.42185,30.89343,-4.967,46.63213,3.0
underground,Oeiras,38.71453,-9.23715,31.73041,131.40023,0.40939,1003.72635,-0.56478,0.2647,-5.36743,22.81756,-5.2319,154.49973,65.12754
street_level,Espinho,41.00625,-8.63954,4.40326,4.90338,0.03744,1004.11547,0.30318,0.01199,3.56447,16.91139,2.38882,0.0,69.32309
street_level,Espinho,41.00716,-8.63622,14.80127,5.5399,0.00098,1013.707,0.73761,0.0,-1.45582,27.39387,-9.41643,22.73413,3.0
underground,Maia,41.20323,-8.5593,46.96449,9.84662,0.21602,1003.04124,-0.52074,0.22134,-4.76547,45.1621,-10.55351,306.13424,184.3563
street_level,Espinho,41.01079,-8.64075,13.33516,0.0,0.00919,1000.59348,0.16874,0.00171,-2.40274,39.45711,-4.28518,6.28126,8.35153
above,Porto,41.15845,-8.59505,66.89446,90.2229,0.01408,1004.99891,1.41402,0.047,3.79926,57.0926,19.92554,197.7661,121.02987
street_level,Arouca,40.93006,-8.24541,11.70934,0.0,0.00758,1004.49463,0.06241,0.00336,2.7291,6.57696,0.70022,0.0,37.36057
street_level,Maia,41.20261,-8.5595,9.17075,3.80766,0.0,1004.68465,0.81596,0.01461,7.9261,39.85843,-0.00458,0.76385,33.65557
street_level,Oeiras,38.71511,-9.22522,10.49363,0.0,0.01249,1010.92989,0.04871,0.00713,2.64736,38.05363,1.5296,0.0,3.32896
street_level,Arouca,40.92972,-8.24728,15.95492,6.66255,0.0,999.78791,-0.04927,0.00635,-3.84442,7.89639,1.38744,0.0,3.0
underground,Oeiras,38.70128,-9.22662,34.75322,49.1958,0.0,1007.47915,-0.51825,0.02445,-3.14924,56.45288,-28.82522,167.96834,3.0
above,Matosinhos,41.17471,-8.68264,29.37633,88.18136,0.028,1003.16289,1.41468,0.16662,14.52006,17.23665,1.27047,111.5276,5.74214
street_level,Porto,41.14739,-8.59984,8.53925,0.0,0.0,1011.27568,0.05405,0.0187,0.97804,31.75365,-2.82839,0.0,16.12578
above,Matosinhos,41.17267,-8.68095,47.37699,79.40262,0.02142,1003.43375,1.24996,0.312,10.83896,35.35746,-9.2624,0.0,104.07098
underground,Porto,41.14346,-8.61843,36.69989,101.88375,0.37841,1003.30034,-0.62492,0.00166,-4.46151,23.30311,33.16246,3.33973,97.60646
above,Porto,41.16504,-8.61988,63.57351,85.93875,0.02235,1005.40458,0.72052,0.0,3.82699,53.39292,10.6906,244.10233,96.07965
above,Oeiras,38.68253,-9.32202,56.97054,101.59141,0.0,1007.1997,0.49278,0.0,3.38885,52.93862,-9.9683,345.61529,114.50824
street_level,Espinho,41.01189,-8.64417,14.39893,0.0,0.0,1001.06451,0.39865,0.01439,1.78628,56.61596,-5.44848,53.88359,3.0
above,Espinho,41.00616,-8.63971,68.75503,84.51177,0.0,1005.6243,0.66638,0.04184,7.61965,47.206,11.15656,334.25023,102.40109
above,Oeiras,38.72471,-9.23693,69.82556,91.3411,0.0164,1005.74477,0.62603,0.22006,11.23147,59.32081,16.50183,202.03733,103.4394
street_level,Maia,41.20326,-8.55903,15.02808,2.35921,0.0,1001.15266,-0.84298,0.00558,-1.10021,22.8331,6.25972,1.56536,3.0
underground,Espinho,41.00386,-8.64238,43.2476,46.75118,0.08499,1002.41967,-0.61083,0.19821,-5.19716,27.21202,46.7475,157.45914,151.30073
street_level,Arouca,40.93177,-8.24716,8.46324,6.13929,0.00053,999.35451,-0.39955,0.0,2.67333,55.56153,0.53101,0.0,3.0
street_level,Matosinhos,41.17575,-8.68904,12.43353,0.0,0.0,1001.23373,0.31774,0.00682,0.87276,15.00791,2.83366,13.02264,3.0
street_level,Arouca,40.93077,-8.24763,4.42379,0.0,0.00656,1004.26703,0.28897,0.00849,0.08592,54.02678,-4.525,0.0,3.0
street_level,Matosinhos,41.17689,-8.68154,8.32959,7.31981,0.0,1002.18184,-0.23637,0.0,4.49256,57.83327,-9.94692,0.0,3.0
underground,Oeiras,38.70139,-9.22816,51.66446,36.26223,0.49126,1002.28998,-0.5442,0.11004,-4.42646,23.81244,13.44877,285.38298,124.326
above,Matosinhos,41.17197,-8.68,43.64663,90.55784,0.01003,1002.26043,1.21759,0.18442,13.82083,19.45654,-6.44805,90.72316,8.68996
street_level,Porto,41.14491,-8.61546,16.81779,0.0,0.0,1004.83354,0.08869,0.0,0.04055,34.18605,-7.62158,16.64008,3.0
street_level,Maia,41.2021,-8.55952,11.88332,2.59155,0.02163,997.34444,0.42688,0.0,-3.55828,6.8162,-9.54501,2.67935,3.49752
above,Oeiras,38.71679,-9.23855,46.01411,87.11559,0.00741,1006.13237,1.03149,0.09665,7.915,29.56442,3.41724,123.37753,17.96948
underground,Oeiras,38.7017,-9.23175,32.01296,98.30808,0.0,1005.7613,-0.5746,0.08244,-3.49454,36.85215,-25.6928,294.67197,3.0
street_level,Espinho,41.01167,-8.63858,9.88736,0.0,0.0,1004.02353,-0.3771,0.01123,-1.79784,51.82119,0.69529,0.0,15.00858
underground,Porto,41.15443,-8.63503,22.13054,72.59268,0.41701,1002.84683,-0.73289,0.11813,-5.25247,37.99182,-13.86627,56.15213,191.4234
above,Matosinhos,41.17547,-8.68617,55.85409,93.0471,0.0215,1005.07493,0.47181,0.14391,6.46508,49.37476,13.47338,235.11272,131.58427
underground,Porto,41.15565,-8.62377,24.66809,97.83999,0.27627,1006.02954,-0.58948,0.18297,-5.71559,23.03081,-21.37996,221.99715,77.02978
above,Arouca,40.92992,-8.24661,73.79621,90.63968,0.0,1007.02112,0.91905,0.15265,7.19174,59.04591,-2.10013,271.18395,150.06633
street_level,Maia,41.20315,-8.55897,12.776,3.5739,0.0,994.82506,0.31191,0.0,3.56809,36.4572,3.42667,0.0,42.58389
street_level,Maia,41.20182,-8.55767,18.12665,0.46093,0.0126,1007.44299,0.11589,0.00417,-0.25505,26.63265,-1.55406,0.0,26.23823
street_level,Maia,41.20402,-8.55884,11.13726,2.32178,0.0,1014.53923,0.12321,0.02939,-2.42812,52.81064,-8.16051,5.28155,3.0
underground,Porto,41.15051,-8.60894,33.68486,84.5093,0.06306,1007.40785,-0.41887,0.0,-2.99098,41.10185,-41.16037,374.32325,38.34141
underground,Arouca,40.9293,-8.24865,32.68067,116.83666,0.33725,1005.35208,-0.60602,0.11668,-6.33719,27.92233,13.01547,173.12116,139.60286
street_level,Vila nova de Gaia,41.13905,-8.60938,11.97676,1.33861,0.0,997.29704,-0.37653,0.00755,-5.19317,13.21192,-1.59461,9.85125,3.0
street_level,Arouca,40.93177,-8.24694,1.0,9.36255,0.0,998.71857,0.64127,0.0,5.21683,32.65316,-2.32201,0.0,46.25227
underground,Oeiras,38.70902,-9.29514,32.9401,56.73928,0.0,1004.99345,-0.33341,0.0,-3.70537,43.41303,-76.77114,370.07616,86.36998
street_level,Vila nova de Gaia,41.12414,-8.62007,7.91538,0.59125,0.0,998.32641,0.15974,0.0,-4.6121,18.08041,4.47903,1.02908,3.0
underground,Vila nova de Gaia,41.12012,-8.60609,27.02039,34.65376,0.38543,1007.48467,-0.41027,0.07772,-4.61861,39.74748,-68.66298,351.53858,3.0
street_level,Maia,41.20187,-8.55764,12.93044,4.17441,0.0046,1002.67595,0.31985,0.00763,5.79211,35.08479,0.33333,26.4057,111.99591
street_level,Arouca,40.93033,-8.24469,12.0929,9.13426,0.0035,998.06918,0.39907,0.0,-2.29536,10.76431,7.97377,28.04815,13.50736
above,Porto,41.16429,-8.63709,41.87592,93.35827,0.0364,1005.8302,1.28639,0.29214,11.67187,21.55793,-25.68272,1.45782,39.04088
